merchant,category,amt,trans_date_trans_time,first,last
Lyft Ride,gas_transport,75.86,2019-01-02 06:29:03,Deborah,Fisher
Speedway Gas,gas_transport,70.14,2019-01-02 06:29:22,Charles,Moreno
Cloud Storage Fee,misc_net,69.7,2019-01-02 06:30:18,Jacqueline,Marsh
TJ Maxx,shopping_pos,5.49,2019-01-02 06:30:33,Jennifer,Scott
Parking Meter,gas_transport,88.76,2019-01-02 06:31:17,Justin,Bell
Spotify Premium,entertainment,6.81,2019-01-02 06:35:46,Brittany,Cox
Walmart Grocery,grocery_pos,42.98,2019-01-02 06:35:56,Nicholas,Mcmahon
Dollar Tree,misc_pos,2.39,2019-01-02 06:36:00,Melinda,Gutierrez
Online Subscription,misc_net,2.87,2019-01-02 06:36:24,Tyler,Wright
Kroger Store,grocery_pos,37.69,2019-01-02 06:38:32,Joseph,Gonzalez
Marathon Gas Station,gas_transport,67.42,2019-01-02 06:39:41,Daniel,Owens
Wegmans Food,grocery_pos,139.44,2019-01-02 06:43:00,Felicia,Mckee
Yellow Cab,gas_transport,75.91,2019-01-02 06:43:44,Christopher,Gilbert
Walmart Grocery Delivery,grocery_net,66.29,2019-01-02 06:45:29,Allison,Ayala
Food 4 Less,grocery_pos,43.34,2019-01-02 06:46:55,Gregory,Wallace
Forever 21,shopping_pos,5.45,2019-01-02 06:48:16,Helen,Campbell
Zara Clothing,shopping_pos,138.24,2019-01-02 06:48:39,Vincent,Richards
Online Subscription,misc_net,9.67,2019-01-02 06:50:35,Brenda,Perez
Parking Meter,gas_transport,54.28,2019-01-02 06:51:52,Brittany,Guerra
Uber Ride,gas_transport,80.19,2019-01-02 06:52:53,Jasmine,Foster
Target Online,shopping_net,2.19,2019-01-02 06:53:21,Ashley,Robinson
Grocery Delivery Service,grocery_net,54.37,2019-01-02 06:53:51,Ashley,Cabrera
Zappos Shoes,shopping_net,84.61,2019-01-02 06:58:53,Matthew,Myers
Online Service Fee,misc_net,7.61,2019-01-02 06:59:32,Tina,Zimmerman
Toll Road,gas_transport,70.2,2019-01-02 07:00:14,Christopher,Cummings
Toll Road,gas_transport,62.16,2019-01-02 07:01:31,Jeff,Elliott
Valero Gas,gas_transport,50.25,2019-01-02 07:03:39,Whitney,Gallagher
Walmart Grocery,grocery_pos,119.46,2019-01-02 07:03:56,Benjamin,Kim
Online Subscription,misc_net,785.98,2019-01-02 07:04:23,Tracy,Conway
Subway Fare,gas_transport,53.17,2019-01-02 07:04:43,Misty,Rivera
Amazon Purchase,shopping_net,93.94,2019-01-02 07:08:56,John,Peters
Cloud Storage Fee,misc_net,140.47,2019-01-02 07:13:06,Jacob,Patel
Macys Online,shopping_net,6.12,2019-01-02 07:13:14,Corey,Jones
Software License,misc_net,106.01,2019-01-02 07:14:45,Dylan,Bonilla
Food 4 Less,grocery_pos,128.15,2019-01-02 07:15:57,Amber,Perez
Forever 21,shopping_pos,9.32,2019-01-02 07:18:20,Bethany,Andrade
Walmart Grocery Delivery,grocery_net,29.67,2019-01-02 07:21:02,Joseph,Gonzalez
IGA Grocery,grocery_pos,75.53,2019-01-02 07:22:32,Stephanie,Cummings
Grocery Delivery Service,grocery_net,39.69,2019-01-02 07:22:54,Ashley,Whitney
BP Gas Station,gas_transport,56.15,2019-01-02 07:23:20,Robert,Flores
Food 4 Less,grocery_pos,166.6,2019-01-02 07:24:13,Robert,Flores
PayPal Payment,misc_net,147.79,2019-01-02 07:33:52,Julie,Sanchez
Kroger Store,grocery_pos,49.3,2019-01-02 07:35:27,Christopher,Gregory
Supermarket Shopping,grocery_pos,104.79,2019-01-02 07:35:29,Thomas,Hale
Sams Club,grocery_pos,108.5,2019-01-02 07:37:24,Matthew,Russell
Insurance Premium,misc_pos,14.45,2019-01-02 07:38:49,William,Thompson
Macys Department,shopping_pos,54.05,2019-01-02 07:42:11,Catherine,Weber
Gas Fill Up,gas_transport,61.88,2019-01-02 07:42:57,Linda,Gonzalez
Best Buy Online,shopping_net,5.69,2019-01-02 07:45:21,Patrick,Massey
Food 4 Less,grocery_pos,65.8,2019-01-02 07:48:09,Stephen,Marshall
Marathon Gas Station,gas_transport,68.28,2019-01-02 07:55:25,Casey,Howell
Chevron Gas,gas_transport,45.22,2019-01-02 07:56:57,Juan,Sherman
IGA Grocery,grocery_pos,133.96,2019-01-02 07:58:50,Rick,Martinez
Chevron Gas,gas_transport,62.06,2019-01-02 08:02:16,Nancy,Roach
Sams Club,grocery_pos,98.45,2019-01-02 08:02:31,Carol,Dillon
Walmart Grocery,grocery_pos,92.05,2019-01-02 08:03:25,Robin,Smith
Miscellaneous Purchase,misc_pos,2.12,2019-01-02 08:04:29,Stephanie,Murphy
Uber Ride,gas_transport,59.2,2019-01-02 08:04:41,Jack,Hill
Bridge Toll,gas_transport,48.5,2019-01-02 08:08:15,Sara,Ramirez
Hardware Store,misc_pos,7.11,2019-01-02 08:14:19,Jessica,Smith
Food Lion Grocery,grocery_pos,90.78,2019-01-02 08:15:08,Daniel,Boyd
Whole Foods Market,grocery_pos,68.32,2019-01-02 08:15:50,Adam,Santos
Sams Club,grocery_pos,236.37,2019-01-02 08:16:41,Karen,Ryan
Subway Fare,gas_transport,36.82,2019-01-02 08:17:47,Donna,Davis
Software License,misc_net,8.84,2019-01-02 08:21:17,Kyle,Park
Software License,misc_net,6.32,2019-01-02 08:22:39,Vicki,Mendoza
TJ Maxx,shopping_pos,40.55,2019-01-02 08:23:58,Ryan,Arnold
Grocery Delivery Service,grocery_net,19.46,2019-01-02 08:24:58,Stephen,Marshall
Walgreens Store,misc_pos,5.93,2019-01-02 08:27:41,Alicia,Mitchell
Speedway Gas,gas_transport,71.8,2019-01-02 08:28:29,Ricky,Dunn
Wegmans Food,grocery_pos,184.08,2019-01-02 08:28:54,Jessica,Ward
Ross Dress,shopping_pos,1.26,2019-01-02 08:36:18,Carl,Hernandez
Variety Store,misc_pos,4.13,2019-01-02 08:38:25,Christopher,Castaneda
Walmart Grocery,grocery_pos,193.22,2019-01-02 08:38:47,Lauren,Torres
City Bus,gas_transport,52.94,2019-01-02 08:44:57,Mary,Diaz
Clothing Store,shopping_pos,6.11,2019-01-02 08:45:14,Danielle,Walker
Subway Fare,gas_transport,82.08,2019-01-02 08:47:36,Mary,Diaz
Online Grocery Order,grocery_net,85.16,2019-01-02 08:50:49,Matthew,Young
Mobil Gas,gas_transport,48.42,2019-01-02 08:52:45,Melissa,Rodriguez
Food 4 Less,grocery_pos,80.44,2019-01-02 08:53:38,Renee,Parrish
Cloud Storage Fee,misc_net,526.44,2019-01-02 08:56:26,Helen,Campbell
Walgreens Store,misc_pos,6.84,2019-01-02 08:56:35,Andrea,Cruz
Exxon Mobil Gas,gas_transport,55.79,2019-01-02 08:56:42,Nicholas,Mcmahon
Bank ATM Fee,misc_pos,7.82,2019-01-02 08:57:08,Michelle,Anderson
Mobil Gas,gas_transport,79.18,2019-01-02 08:58:11,Ariana,Campbell
Citgo Gas,gas_transport,84.43,2019-01-02 09:04:08,Brittany,Guerra
Food 4 Less,grocery_pos,79.04,2019-01-02 09:06:17,Jennifer,Gonzalez
Train Fare,gas_transport,75.49,2019-01-02 09:07:04,David,Kirby
Trader Joes,grocery_pos,114.7,2019-01-02 09:07:30,Ronald,Carson
Internet Payment,misc_net,437.15,2019-01-02 09:08:08,Christopher,Miller
Grocery Delivery Service,grocery_net,51.87,2019-01-02 09:10:07,Michelle,Gregory
Amazon Fresh Delivery,grocery_net,45.08,2019-01-02 09:12:06,Susan,Hardy
Shell Gas Station,gas_transport,73.64,2019-01-02 09:12:58,Martin,Duarte
Amazon Fresh Delivery,grocery_net,71.05,2019-01-02 09:15:18,Timothy,Simmons
Online Grocery Order,grocery_net,16.5,2019-01-02 09:15:55,James,Strickland
Software License,misc_net,8.37,2019-01-02 09:16:35,James,Reese
Kroger Store,grocery_pos,113.57,2019-01-02 09:17:47,Adam,Riddle
Sams Club,grocery_pos,64.96,2019-01-02 09:20:09,Carlos,Chung
Walmart Online,shopping_net,110.98,2019-01-02 09:20:19,Daniel,Boyd
App Store Purchase,misc_net,2.56,2019-01-02 09:21:02,Debra,Stark
Marathon Gas Station,gas_transport,58.19,2019-01-02 09:21:49,Cheryl,Melton
Amazon Purchase,shopping_net,183.9,2019-01-02 09:23:58,Katherine,Love
Instacart Grocery,grocery_net,37.64,2019-01-02 09:25:07,Margaret,Lam
Aldi Grocery,grocery_pos,188.18,2019-01-02 09:29:26,Becky,Mckinney
Harris Teeter,grocery_pos,86.18,2019-01-02 09:30:09,Kenneth,Richards
Lyft Ride,gas_transport,53.82,2019-01-02 09:30:42,Kathryn,Smith
Wegmans Food,grocery_pos,136.06,2019-01-02 09:31:13,Elizabeth,Payne
Electronics Store,shopping_pos,2.91,2019-01-02 09:34:39,Alex,White
Food 4 Less,grocery_pos,112.46,2019-01-02 09:35:33,Robert,Nguyen
Parking Meter,gas_transport,62.41,2019-01-02 09:36:02,Stephen,Lopez
Train Fare,gas_transport,66.3,2019-01-02 09:37:13,Patrick,Vaughan
Parking Garage,gas_transport,104.1,2019-01-02 09:42:30,Thomas,Jenkins
Loan Payment,misc_pos,274.36,2019-01-02 09:42:55,Heather,Roberts
Target Grocery Online,grocery_net,52.03,2019-01-02 09:43:11,Michelle,Woods
Aldi Grocery,grocery_pos,60.21,2019-01-02 09:43:42,David,Wolfe
Trader Joes,grocery_pos,66.38,2019-01-02 09:45:56,David,Lewis
Kroger Delivery,grocery_net,40.57,2019-01-02 09:49:10,Julia,Bell
PayPal Payment,misc_net,6.85,2019-01-02 09:50:32,Jacqueline,Marsh
Venmo Transfer,misc_net,3.12,2019-01-02 09:50:47,Cassandra,Nunez
Shell Gas Station,gas_transport,82.91,2019-01-02 09:54:36,Mackenzie,Salazar
Dollar Tree,misc_pos,29.53,2019-01-02 09:55:04,Steven,Yoder
Valero Gas,gas_transport,57.54,2019-01-02 09:56:01,Keith,Sanders
Internet Order,shopping_net,5.27,2019-01-02 09:57:23,Kyle,Simmons
Uber Ride,gas_transport,105.34,2019-01-02 09:57:39,Robert,Martinez
Train Fare,gas_transport,58.92,2019-01-02 09:58:45,Margaret,Gibson
Uber Ride,gas_transport,51.0,2019-01-02 09:58:52,Bill,Lane
E-commerce Purchase,shopping_net,1.72,2019-01-02 10:01:09,Megan,Murphy
Costco Wholesale,grocery_pos,54.54,2019-01-02 10:02:34,William,Perry
BP Gas Station,gas_transport,97.23,2019-01-02 10:02:45,Robert,Martinez
Regal Cinemas,entertainment,27.7,2019-01-02 10:04:43,Matthew,Russell
Walmart Grocery,grocery_pos,86.39,2019-01-02 10:04:47,Matthew,Young
Kroger Delivery,grocery_net,32.35,2019-01-02 10:07:48,James,Cooper
Walmart Grocery,grocery_pos,75.64,2019-01-02 10:11:27,Jeff,Elliott
Web Store,shopping_net,2.68,2019-01-02 10:12:23,Kayla,Obrien
Cloud Storage Fee,misc_net,5.41,2019-01-02 10:12:37,Angela,Hodges
Shell Gas Station,gas_transport,75.1,2019-01-02 10:12:45,Dylan,Garcia
Whole Foods Market,grocery_pos,83.28,2019-01-02 10:12:46,Antonio,Koch
Domain Registration,misc_net,40.61,2019-01-02 10:13:24,Mary,Humphrey
Shipt Grocery,grocery_net,103.32,2019-01-02 10:15:25,Jodi,Foster
Aldi Grocery,grocery_pos,184.64,2019-01-02 10:16:16,Barbara,Lowe
Citgo Gas,gas_transport,79.55,2019-01-02 10:16:55,Lauren,Torres
Aldi Grocery,grocery_pos,100.65,2019-01-02 10:17:34,Greg,Villarreal
Web Hosting,misc_net,393.64,2019-01-02 10:19:21,Katherine,Love
Best Buy Electronics,shopping_pos,2.2,2019-01-02 10:22:27,Daniel,Jones
Toll Road,gas_transport,54.57,2019-01-02 10:28:07,Tracy,Conway
Toll Road,gas_transport,67.89,2019-01-02 10:29:09,Rebecca,Obrien
Walmart Online,shopping_net,89.6,2019-01-02 10:29:57,Taylor,Khan
Trader Joes,grocery_pos,112.13,2019-01-02 10:31:55,Rachel,Lowe
Bank Fee,misc_pos,4.55,2019-01-02 10:33:19,Jerry,Robinson
Exxon Mobil Gas,gas_transport,34.8,2019-01-02 10:33:22,Kelly,Zimmerman
Fresh Market Grocery,grocery_pos,232.95,2019-01-02 10:33:54,Karen,Ryan
Subway Fare,gas_transport,97.34,2019-01-02 10:33:57,Kathleen,Martin
Whole Foods Market,grocery_pos,118.66,2019-01-02 10:34:03,John,Peters
Shell Gas Station,gas_transport,68.21,2019-01-02 10:35:08,Willie,Jordan
7-Eleven Store,misc_pos,111.47,2019-01-02 10:36:36,Ana,Mccormick
Taxi Cab,gas_transport,40.85,2019-01-02 10:39:59,Pamela,Matthews
App Store Purchase,misc_net,2.23,2019-01-02 10:41:57,Douglas,Willis
Clothing Store,shopping_pos,7.06,2019-01-02 10:43:48,Benjamin,Robinson
Web Store,shopping_net,2.47,2019-01-02 10:44:01,Tina,Alvarez
E-commerce Purchase,shopping_net,9.12,2019-01-02 10:45:18,Kyle,Park
Shell Gas Station,gas_transport,64.54,2019-01-02 10:49:10,Tyler,Garcia
Texaco Station,gas_transport,64.0,2019-01-02 10:49:30,Andrea,Lewis
Sunoco Gas,gas_transport,56.02,2019-01-02 10:51:31,Eddie,Mendez
Parking Garage,gas_transport,61.64,2019-01-02 10:54:07,Bryan,Torres
Kroger Delivery,grocery_net,46.25,2019-01-02 10:54:10,Jamie,Carr
Food Lion Grocery,grocery_pos,105.84,2019-01-02 10:55:47,Scott,Martin
Software License,misc_net,6.8,2019-01-02 10:55:58,Rachel,Daniels
Shipt Grocery,grocery_net,119.63,2019-01-02 10:58:14,David,Lewis
Costco Wholesale,grocery_pos,103.66,2019-01-02 10:59:35,Jeff,Elliott
Food 4 Less,grocery_pos,77.45,2019-01-02 10:59:40,William,Perry
JCPenney,shopping_pos,7.66,2019-01-02 11:00:40,Thomas,Payne
Fresh Market Grocery,grocery_pos,95.26,2019-01-02 11:00:58,Andrea,Perkins
Target Grocery,grocery_pos,104.66,2019-01-02 11:05:45,Kenneth,Edwards
Digital Service,misc_net,5.23,2019-01-02 11:08:37,Kimberly,Rice
Yellow Cab,gas_transport,62.26,2019-01-02 11:09:38,Cristian,Jones
Wegmans Food,grocery_pos,83.24,2019-01-02 11:10:08,Steven,Faulkner
Safeway Grocery,grocery_pos,64.73,2019-01-02 11:10:15,Larry,House
Etsy Handmade,shopping_net,5.67,2019-01-02 11:12:05,Margaret,Williams
PayPal Payment,misc_net,16.14,2019-01-02 11:12:16,Steven,Brooks
Dollar Tree,misc_pos,6.89,2019-01-02 11:13:59,Ronald,Carson
Ross Dress,shopping_pos,8.06,2019-01-02 11:17:44,Brooke,Smith
E-commerce Purchase,shopping_net,98.18,2019-01-02 11:18:53,Kyle,Wilkinson
Harris Teeter,grocery_pos,29.7,2019-01-02 11:19:40,Samuel,Farrell
Food 4 Less,grocery_pos,211.06,2019-01-02 11:20:16,Tammy,Davis
Miscellaneous Purchase,misc_pos,179.96,2019-01-02 11:26:10,Erin,Chavez
Parking Meter,gas_transport,45.49,2019-01-02 11:28:06,Benjamin,Kim
E-commerce Purchase,shopping_net,7.26,2019-01-02 11:34:21,Joseph,Nixon
Online Shopping,shopping_net,6.38,2019-01-02 11:34:36,Erik,Patterson
Credit Card Payment,misc_pos,27.94,2019-01-02 11:36:42,Omar,Gay
Post Office,misc_pos,47.59,2019-01-02 11:36:58,Jeff,Elliott
Nordstrom Online,shopping_net,244.65,2019-01-02 11:37:45,Valerie,Clark
Kroger Store,grocery_pos,48.27,2019-01-02 11:38:07,Dustin,Roberts
Instacart Grocery,grocery_net,39.02,2019-01-02 11:43:59,Jared,Velazquez
Digital Download,misc_net,107.14,2019-01-02 11:44:32,Kristen,Hanson
Insurance Premium,misc_pos,5.3,2019-01-02 11:45:46,Mary,Mcintyre
Online Grocery Order,grocery_net,28.43,2019-01-02 11:49:04,Andrew,Mcgee
E-commerce Purchase,shopping_net,2.81,2019-01-02 11:51:21,Alicia,Hawkins
Safeway Grocery,grocery_pos,200.34,2019-01-02 11:52:23,Michelle,Johnston
Zara Clothing,shopping_pos,1.04,2019-01-02 11:54:46,Stephanie,Cummings
BP Gas Station,gas_transport,62.32,2019-01-02 11:57:45,Lori,Rodriguez
Texaco Station,gas_transport,53.83,2019-01-02 11:58:23,Linda,Hurst
Miscellaneous Purchase,misc_pos,4.15,2019-01-02 12:01:40,Kenneth,Robinson
Mortgage Payment,home,319.37,2019-01-02 12:03:24,Steven,Sanders
Kids Clothing Store,kids_pets,42.68,2019-01-02 12:04:10,Joshua,Mendoza
Bed Bath Beyond,home,58.39,2019-01-02 12:04:53,Monica,Cohen
Victoria Secret,shopping_pos,8.9,2019-01-02 12:07:52,Mark,Wood
Zara Clothing,shopping_pos,2.74,2019-01-02 12:09:22,Tyler,Wright
Home Goods Store,home,39.91,2019-01-02 12:10:44,Benjamin,Harris
Target Toys,kids_pets,52.97,2019-01-02 12:11:49,Ryan,Foster
IKEA Furniture,home,109.43,2019-01-02 12:12:01,Frank,Anderson
Target Online,shopping_net,7.42,2019-01-02 12:12:27,Alice,Kemp
Bed Bath Beyond,home,51.21,2019-01-02 12:12:52,Nathan,Massey
LA Fitness,health_fitness,105.46,2019-01-02 12:13:18,Kimberly,Martin
Regal Cinemas,entertainment,34.68,2019-01-02 12:14:04,Becky,Mckinney
Medical Appointment,health_fitness,45.61,2019-01-02 12:14:09,Judith,Moss
LA Fitness,health_fitness,153.41,2019-01-02 12:14:44,Dorothy,Zuniga
Nail Salon Manicure,personal_care,23.26,2019-01-02 12:19:00,Brooke,Fisher
Chilis Restaurant,food_dining,56.27,2019-01-02 12:21:26,Michael,Lee
Prescription Medicine,health_fitness,72.1,2019-01-02 12:25:12,Craig,Franco
Personal Grooming,personal_care,75.39,2019-01-02 12:26:07,Tyler,Garcia
Variety Store,misc_pos,10.48,2019-01-02 12:27:01,Patricia,Leach
TGI Fridays,food_dining,5.63,2019-01-02 12:27:58,Mackenzie,Smith
Personal Trainer,health_fitness,4.98,2019-01-02 12:28:14,Daniel,Cain
Veterinarian Visit,kids_pets,101.96,2019-01-02 12:29:44,Alicia,Mitchell
Arcade Games,entertainment,13.81,2019-01-02 12:30:10,James,Leon
Salon Services,personal_care,28.27,2019-01-02 12:31:58,Savannah,Lewis
PetSmart,kids_pets,37.6,2019-01-02 12:32:46,Lisa,Lowe
Best Buy Online,shopping_net,2.42,2019-01-02 12:33:46,Michelle,Gregory
Fitness Membership,health_fitness,18.01,2019-01-02 12:34:00,Carrie,Washington
Amazon Prime Video,entertainment,71.44,2019-01-02 12:34:14,Andrew,Patterson
Walmart Shopping,shopping_pos,6.04,2019-01-02 12:34:52,Lisa,Lowe
Home Loan,home,73.5,2019-01-02 12:36:59,Daniel,Boyd
Petco Pet Store,kids_pets,34.79,2019-01-02 12:38:14,Mary,Diaz
Pet Food,kids_pets,4.92,2019-01-02 12:43:11,Jessica,Smith
Lawn Care Service,home,60.75,2019-01-02 12:45:50,Bryce,Joseph
Chilis Restaurant,food_dining,52.67,2019-01-02 12:48:10,Sandra,Davies
Department Store,shopping_pos,2.16,2019-01-02 12:48:19,Margaret,Gibson
Lowes Home,home,11.76,2019-01-02 12:49:25,Cesar,Smith
Applebees Grill,food_dining,67.78,2019-01-02 12:49:57,Michael,Flores
eBay Buy,shopping_net,50.08,2019-01-02 12:50:27,Margaret,Mendez
Mortgage Payment,home,141.7,2019-01-02 12:50:48,Margaret,Gibson
Physical Therapy,health_fitness,60.64,2019-01-02 12:50:57,Melissa,Mcclure
Salon Services,personal_care,72.67,2019-01-02 12:52:14,Melissa,Meza
Home Goods Store,home,72.18,2019-01-02 12:52:24,David,Serrano
Veterinarian Visit,kids_pets,127.79,2019-01-02 12:53:07,Alex,White
Pizza Hut,food_dining,54.74,2019-01-02 12:53:20,Margaret,Lam
IKEA Furniture,home,5.1,2019-01-02 12:53:42,Pamela,Lewis
Homeowners Association,home,9.04,2019-01-02 12:55:41,Stephanie,Gill
Department Store,shopping_pos,104.59,2019-01-02 12:55:43,Mary,Wall
Massage Therapy,personal_care,8.06,2019-01-02 12:57:21,Alice,Kemp
Day Spa,personal_care,7.68,2019-01-02 12:59:04,Theresa,Powell
Hilton Hotel,travel,7.2,2019-01-02 13:01:00,Matthew,Russell
Wendys Restaurant,food_dining,63.14,2019-01-02 13:02:21,Peter,Caldwell
Sports Game Tickets,entertainment,41.37,2019-01-02 13:07:05,Michael,Jones
Furniture Store,home,54.29,2019-01-02 13:09:38,Christopher,Castaneda
Doctor Visit,health_fitness,148.98,2019-01-02 13:09:52,Melissa,Meza
E-commerce Purchase,shopping_net,19.93,2019-01-02 13:10:15,Tammy,Ayers
Mortgage Payment,home,27.18,2019-01-02 13:10:46,Mary,Diaz
Pizza Hut,food_dining,46.14,2019-01-02 13:10:46,Vincent,Richards
Convenience Store,misc_pos,6.26,2019-01-02 13:11:14,Ana,Howell
Pet Grooming Service,kids_pets,49.43,2019-01-02 13:12:12,James,Hunt
KFC Chicken,food_dining,1.68,2019-01-02 13:12:15,Leah,Garner
KFC Chicken,food_dining,55.7,2019-01-02 13:14:59,Samuel,Jenkins
Massage Therapy,personal_care,44.64,2019-01-02 13:15:20,Vanessa,Anderson
Walmart Online,shopping_net,165.47,2019-01-02 13:15:48,John,Stevens
Panera Bread,food_dining,1.2,2019-01-02 13:16:31,Amber,Lewis
Barber Shop,personal_care,72.65,2019-01-02 13:16:40,Stanley,Mayo
Kids Clothing Store,kids_pets,30.87,2019-01-02 13:16:51,Dawn,Tucker
Panera Bread,food_dining,60.47,2019-01-02 13:18:36,Joe,Howard
Amazon Prime Video,entertainment,79.39,2019-01-02 13:18:44,Joanna,Hudson
Internet Order,shopping_net,7.52,2019-01-02 13:20:37,Beth,Lambert
Beauty Supply Store,personal_care,4.48,2019-01-02 13:22:25,Keith,Sanders
Beauty Supply Store,personal_care,28.31,2019-01-02 13:22:36,Jessica,Benitez
Personal Trainer,health_fitness,32.27,2019-01-02 13:22:52,Becky,Mckinney
Regal Cinemas,entertainment,177.26,2019-01-02 13:25:50,Daniel,Briggs
Veterinarian Visit,kids_pets,60.62,2019-01-02 13:26:32,Candice,Brown
Child Care,kids_pets,91.41,2019-01-02 13:28:02,Kenneth,Foster
Concert Tickets,entertainment,82.37,2019-01-02 13:30:16,Barbara,Norman
School Supplies,kids_pets,32.3,2019-01-02 13:30:41,Brian,Perez
Expedia Booking,travel,515.33,2019-01-02 13:31:59,Hayden,Sanders
Ice Cream Shop,food_dining,31.98,2019-01-02 13:32:51,Jodi,Rodriguez
Disney Plus,entertainment,4.44,2019-01-02 13:34:09,Brian,Perez
Target Toys,kids_pets,5.44,2019-01-02 13:34:20,Rachel,Lowe
Ross Dress,shopping_pos,1.95,2019-01-02 13:34:44,Karen,Warren
E-commerce Purchase,shopping_net,3.13,2019-01-02 13:34:58,Barbara,Nelson
Nail Salon Manicure,personal_care,3.19,2019-01-02 13:37:39,Lisa,Lopez
Dermatologist,personal_care,1.86,2019-01-02 13:38:04,Monica,Cohen
Nordstrom Online,shopping_net,844.8,2019-01-02 13:38:08,Jason,Murphy
Petco Pet Store,kids_pets,45.62,2019-01-02 13:38:15,Shelby,Mitchell
Nail Salon Manicure,personal_care,23.54,2019-01-02 13:38:24,Jamie,Olson
Zappos Shoes,shopping_net,3.17,2019-01-02 13:38:43,Eddie,Mendez
Hulu Streaming,entertainment,134.81,2019-01-02 13:42:26,Monica,Tucker
Personal Grooming,personal_care,137.2,2019-01-02 13:42:49,Sydney,Montoya
Amazon Prime Video,entertainment,13.88,2019-01-02 13:43:17,Gary,Hall
Salon Services,personal_care,21.25,2019-01-02 13:43:30,Mary,Wall
Petco Pet Store,kids_pets,30.21,2019-01-02 13:43:47,Melody,Thompson
Diner Breakfast,food_dining,8.81,2019-01-02 13:43:58,Grace,Williams
Pizza Hut,food_dining,12.24,2019-01-02 13:47:09,Willie,Jordan
Barber Shop,personal_care,34.42,2019-01-02 13:47:57,Jennifer,Black
Petco Pet Store,kids_pets,28.85,2019-01-02 13:50:17,Kayla,Obrien
Veterinarian Visit,kids_pets,4.96,2019-01-02 13:50:41,Julie,Sanchez
Home Loan,home,82.12,2019-01-02 13:51:58,Ian,Patton
Arcade Games,entertainment,1.7,2019-01-02 13:54:39,Joshua,Carpenter
Rent Payment,home,78.18,2019-01-02 13:56:28,David,Serrano
Holiday Inn,travel,2.57,2019-01-02 13:56:30,Justin,Fowler
Dominos Pizza,food_dining,49.47,2019-01-02 13:56:51,Raymond,Lloyd
Dermatologist,personal_care,64.58,2019-01-02 13:58:15,Billy,Gallagher
Beauty Supply Store,personal_care,16.97,2019-01-02 13:59:05,Vincent,Waller
Plumber Service,home,35.11,2019-01-02 13:59:15,Theresa,Powell
Petco Pet Store,kids_pets,23.66,2019-01-02 14:00:19,Billy,Gallagher
Department Store,shopping_pos,9.77,2019-01-02 14:01:03,Gina,Morrison
Toys R Us,kids_pets,48.38,2019-01-02 14:05:00,William,Jenkins
Yoga Studio Class,health_fitness,236.35,2019-01-02 14:05:14,Laura,Walker
Hertz Car Rental,travel,9.4,2019-01-02 14:10:53,Benjamin,Kim
IKEA Furniture,home,3.77,2019-01-02 14:11:19,Mary,Williams
Petco Pet Store,kids_pets,14.51,2019-01-02 14:12:10,Gregory,Graham
Nail Salon Manicure,personal_care,29.14,2019-01-02 14:12:40,James,Baldwin
Veterinarian Visit,kids_pets,18.83,2019-01-02 14:13:34,William,Skinner
Personal Trainer,health_fitness,12.1,2019-01-02 14:15:01,Daniel,Escobar
Fitness Membership,health_fitness,77.64,2019-01-02 14:15:55,Thomas,Cross
Concert Tickets,entertainment,118.34,2019-01-02 14:16:45,Stephanie,Taylor
LA Fitness,health_fitness,1.78,2019-01-02 14:17:10,Lisa,Hendrix
Toys R Us,kids_pets,8.59,2019-01-02 14:17:27,Monica,Tucker
Ulta Beauty,personal_care,109.09,2019-01-02 14:17:32,Ann,Lawson
Land Rent,home,25.23,2025-11-07 11:48:14,Jennifer,Black
Home rent,home,250.0,2025-11-07 16:19:25,Jennifer,Black
